LIBELLE;CYCLE;N° COMPTE;DOMICILIATION;GROUPE SCOLAIRE;COMMUNE;REGION;DREN;IEPP
LES LAURIERS 8 9 10 ET MATERNELLE;;;;;;;ABIDJAN 1;COCODY AKOUEDO
M BADON;;;;;;;ABIDJAN 1;COCODY AKOUEDO
MATERNELLE AKOUEDO CAMP;;;;;;;ABIDJAN 1;COCODY AKOUEDO
MATERNELLE AKOUEDO VILLAGE 1ET2;;;;;;;ABIDJAN 1;COCODY AKOUEDO
MATERNELLE MPOUTO;;;;;;;ABIDJAN 1;COCODY AKOUEDO
MPOUTO;;;;;;;ABIDJAN 1;COCODY AKOUEDO
ORIBAT;;;;;;;ABIDJAN 1;COCODY AKOUEDO
ZEÏN AHMAD;;;;;;;ABIDJAN 1;COCODY AKOUEDO
ABRI 2000;;;;;;;ABIDJAN 1;COCODY ATTOBAN
ATTOBAN;;;;;;;ABIDJAN 1;COCODY ATTOBAN
BENIE EMMANUEL;;;;;;;ABIDJAN 1;COCODY ATTOBAN
CITE SYNINFO;;;;;;;ABIDJAN 1;COCODY ATTOBAN
COULIBALY KARIMOU;;;;;;;ABIDJAN 1;COCODY ATTOBAN
DJIBI 3;;;;;;;ABIDJAN 1;COCODY ATTOBAN
DJOROGOBITE 1;;;;;;;ABIDJAN 1;COCODY ATTOBAN
DJOROGOBITE 1B;;;;;;;ABIDJAN 1;COCODY ATTOBAN
EMINENCE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
GENIE 2000;;;;;;;ABIDJAN 1;COCODY ATTOBAN
HIBA MAX;;;;;;;ABIDJAN 1;COCODY ATTOBAN
HOBA HELENE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
JOACHIM BONY;;;;;;;ABIDJAN 1;COCODY ATTOBAN
KADIO NIANGUE LEON;;;;;;;ABIDJAN 1;COCODY ATTOBAN
KOUADIO ASSAHORE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
LAURIERS 3 ET 4;;;;;;;ABIDJAN 1;COCODY ATTOBAN
LAURIERS 6 ET 7;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE ATTOBAN;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE DJIBI;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE EMINENCE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE GENIE 2000;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE HOBA HELENE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE LAURIERS 3 ET 4;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE ROSIERS 5;;;;;;;ABIDJAN 1;COCODY ATTOBAN
MATERNELLE SYNINFO;;;;;;;ABIDJAN 1;COCODY ATTOBAN
RIVIERA PALMERAIE;;;;;;;ABIDJAN 1;COCODY ATTOBAN
ROSIERS 5;;;;;;;ABIDJAN 1;COCODY ATTOBAN
ROSIERS 6;;;;;;;ABIDJAN 1;COCODY ATTOBAN
SIPIM LES PLANETES;;;;;;;ABIDJAN 1;COCODY ATTOBAN
ZINSOU;;;;;;;ABIDJAN 1;COCODY ATTOBAN
BLOCKHAUSS;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
CHATEAU D  EAU;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
CITE DES ARTS;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
COCODY DANGA;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
COCODY EST;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
COCODY SUD;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
MATERNELLE CHATEAU D EAU;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
MATERNELLE CITE DES ARTS;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
MATERNELLE COCODY EST;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
MATERNELLE COCODY SUD;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
MATERNELLE DIAGOU JB;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
RIVIERA GOLF;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
SOGEFIHA;;;;;;;ABIDJAN 1;COCODY BLOCKHAUSS
AGHIEN;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
ANGRE 1;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
ANGRE 2 ET 3;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
AZUR COLOMBE;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
BAD PLATEAU DOKUI;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
CAFEIERS A ET B;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
CAMP AGBAN ABC;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
CHRISTOPHE ASSAMOI  OUATTARA THOMAS D AQUIN;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
COMMANDANT SANON;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
DEUX PLATEAUX NORD;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
DEUX PLATEAUX SUD;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
GROUPEMENT 4000;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
GROUPEMENT 4000 C;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
HOROKIA KEITA;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
JEANNE GERVAIS;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE AGBAN;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE ANGRE;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE BAD PLATEAU DOKUI;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE GROUPEMENT 4000;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE HOROKIA KEITA;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE LATRILLE;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE LES PERLES;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
MATERNELLE STAR 9 B;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
PERLES;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
RESIDENCES LATRILLE;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
STAR;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
STAR 9 B;;;;;;;ABIDJAN 1;COCODY DEUX PLATEAUX
ABOBODOUME CAMP DOUANE;;;;;;;ABIDJAN 3;ATTECOUBE
ABOBODOUME LAGUNE;;;;;;;ABIDJAN 3;ATTECOUBE
ADJAME SANTE;;;;;;;ABIDJAN 3;ATTECOUBE
AGBAN ATTIE;;;;;;;ABIDJAN 3;ATTECOUBE
AGBAN VILLAGE;;;;;;;ABIDJAN 3;ATTECOUBE
AKELIE ANDR E BENOÎT;;;;;;;ABIDJAN 3;ATTECOUBE
BIEGOUSSI;;;;;;;ABIDJAN 3;ATTECOUBE
DANHO  PAULIN CLAUDE;;;;;;;ABIDJAN 3;ATTECOUBE
DJE LOUKOU;;;;;;;ABIDJAN 3;ATTECOUBE
DJORO MOBIO MARC;;;;;;;ABIDJAN 3;ATTECOUBE
FAIRMONT JOSEPH ANOUMA;;;;;;;ABIDJAN 3;ATTECOUBE
GBEBOUTO;;;;;;;ABIDJAN 3;ATTECOUBE
JERUSALEM;;;;;;;ABIDJAN 3;ATTECOUBE
LOCODJRO;;;;;;;ABIDJAN 3;ATTECOUBE
LOCODJRO SANTE;;;;;;;ABIDJAN 3;ATTECOUBE
LODJRO JEAN;;;;;;;ABIDJAN 3;ATTECOUBE
MATERNELLE FAIRMONT;;;;;;;ABIDJAN 3;ATTECOUBE
MOBIO AKE CELESTIN;;;;;;;ABIDJAN 3;ATTECOUBE
MUNICIPALITE ATTECOUBE;;;;;;;ABIDJAN 3;ATTECOUBE
SEBROKO;;;;;;;ABIDJAN 3;ATTECOUBE
ABAGJIN DOUME;;;;;;;ABIDJAN 3;SONGON
ABAGJIN KOUTE;;;;;;;ABIDJAN 3;SONGON
ABIA TRANNAN;;;;;;;ABIDJAN 3;SONGON
ADIAPOTE;;;;;;;ABIDJAN 3;SONGON
ANGUEDEDOU PALM V 1;;;;;;;ABIDJAN 3;SONGON
ANGUEDEDOU PALM V 2;;;;;;;ABIDJAN 3;SONGON
AUDOUIN;;;;;;;ABIDJAN 3;SONGON
AYEWAHI;;;;;;;ABIDJAN 3;SONGON
BAD ABIATE;;;;;;;ABIDJAN 3;SONGON
BAGO;;;;;;;ABIDJAN 3;SONGON
DAGBE;;;;;;;ABIDJAN 3;SONGON
ERLAN GONDO BINTORO;;;;;;;ABIDJAN 3;SONGON
GODOUME LAGUNE;;;;;;;ABIDJAN 3;SONGON
GODOUME PLATEAU;;;;;;;ABIDJAN 3;SONGON
GUEBO 1;;;;;;;ABIDJAN 3;SONGON
GUEBO 2;;;;;;;ABIDJAN 3;SONGON
IRCA IRFA;;;;;;;ABIDJAN 3;SONGON
KOLOUKRO ABIDJAN 3;;;;;;;ABIDJAN 3;SONGON
KOSSIHOUAN;;;;;;;ABIDJAN 3;SONGON
MATERNELLE ABAGJIN DOUME;;;;;;;ABIDJAN 3;SONGON
MATERNELLE IRCA IRFA;;;;;;;ABIDJAN 3;SONGON
MATERNELLE SONGON KASSEMBLE;;;;;;;ABIDJAN 3;SONGON
NIEKY;;;;;;;ABIDJAN 3;SONGON
NONKOUAGON;;;;;;;ABIDJAN 3;SONGON
ORANGE ADIAPOTO;;;;;;;ABIDJAN 3;SONGON
PETIT DANANE;;;;;;;ABIDJAN 3;SONGON
SONDJA BONOU;;;;;;;ABIDJAN 3;SONGON
SONGON AGBAN ATTIE;;;;;;;ABIDJAN 3;SONGON
SONGON AGBAN GARE;;;;;;;ABIDJAN 3;SONGON
SONGON AGBAN LAGUNE;;;;;;;ABIDJAN 3;SONGON
SONGON KASSEMBLE;;;;;;;ABIDJAN 3;SONGON
SONGON M BRATHE;;;;;;;ABIDJAN 3;SONGON
SONGON TE GARE;;;;;;;ABIDJAN 3;SONGON
SONGON TE LAGUNE;;;;;;;ABIDJAN 3;SONGON
BAD CITE CIE;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
BAD PORT BOUET2;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
BATIM 1;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
CITADELLE;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
CITE MAMIE ADJOUA;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
LES ELYSEES;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
LIBANAIS;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
PALMERAIE;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
PORT BOUET 2 MARCHE;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
PORT BOUET 2 PLATEAU;;;;;;;ABIDJAN 3;YOPOUGON ANANERAIE
ANDOKOI 1;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
ANDOKOI 2;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
BEL AIR DU BANCO;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
CITE ADO;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
CITE FLAMBOYANT;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
DOMINIQUE OUATTARA ANDOKOI;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
FORÊT DU BANCO;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
SAINT HUBERT;;;;;;;ABIDJAN 3;YOPOUGON ANDOKOI
SICOGI  3;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI  4;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI 1;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI 2;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI 4 BAD;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI 7;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SICOGI 7 BAD;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SOGEFIHA 1 ABIDJAN 3;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SOGEFIHA MAGASIN;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
SOGEFIHA MAMI FAITAI;;;;;;;ABIDJAN 3;YOPOUGON CENTRE
ADIOPODOUME ORSTOM;;;;;;;ABIDJAN 3;YOPOUGON GESCO
ADIOPODOUME QUARTIER;;;;;;;ABIDJAN 3;YOPOUGON GESCO
BATIM 3 ET 4;;;;;;;ABIDJAN 3;YOPOUGON GESCO
NIANGON ATTIE 1;;;;;;;ABIDJAN 3;YOPOUGON GESCO
NIANGON ATTIE 2;;;;;;;ABIDJAN 3;YOPOUGON GESCO
YOPOUGON GESCO;;;;;;;ABIDJAN 3;YOPOUGON GESCO
BAT  SIKASSO;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
BEAGO;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
DJONIKRO;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
KOUTE;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
NZIMAKRO;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
SIPOREX  7 A BC ET MATERNELLE;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
SIPOREX  7D;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
YOPOUGON  SANTE;;;;;;;ABIDJAN 3;YOPOUGON KOUTE
BAD ANANERAIE;;;;;;;ABIDJAN 3;YOPOUGON MAROC
BAD MAROC;;;;;;;ABIDJAN 3;YOPOUGON MAROC
BAD NIANGON NORD;;;;;;;ABIDJAN 3;YOPOUGON MAROC
CITE VERTE;;;;;;;ABIDJAN 3;YOPOUGON MAROC
NIANGON ADJAME;;;;;;;ABIDJAN 3;YOPOUGON MAROC
NIANGON SUD COPRIM;;;;;;;ABIDJAN 3;YOPOUGON MAROC
NIANGON SUD SICOGI BASFOND;;;;;;;ABIDJAN 3;YOPOUGON MAROC
NIANGON SUD SICOGI PONT;;;;;;;ABIDJAN 3;YOPOUGON MAROC
YVES LAMBELIN;;;;;;;ABIDJAN 3;YOPOUGON MAROC
AZITO;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
BAD LAURIERS;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
CITE CAISTAB;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
CITE SODEFOR;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
LAURIERS 2;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
NIANGON  LOKOA;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
SICOGI CENTRE ;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
SICOGI TERMINUS;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
SIPIM IVOIRE;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
SOGEFIHA ANTENNE;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
SOGEFIHA LAGUNE;;;;;;;ABIDJAN 3;YOPOUGON NIANGON
GF CI;;;;;;;ABIDJAN 3;YOPOUGON SELMER
MEDJI BAMBA;;;;;;;ABIDJAN 3;YOPOUGON SELMER
MUNICIPALITE 1 2 3 4 ET MATERNELLE ABIDJAN 3;;;;;;;ABIDJAN 3;YOPOUGON SELMER
SICOGI 10;;;;;;;ABIDJAN 3;YOPOUGON SELMER
SIPOREX 2;;;;;;;ABIDJAN 3;YOPOUGON SELMER
SIPOREX 8AB MATERNELLE;;;;;;;ABIDJAN 3;YOPOUGON SELMER
SIPOREX 8C D;;;;;;;ABIDJAN 3;YOPOUGON SELMER
SOGEFIHA 6;;;;;;;ABIDJAN 3;YOPOUGON SELMER
BAD LEM;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
CANAL;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
LAGUNE ANNEXE 1 2 ET BAD 2;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
SICOGI 11;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
SICOGI 12;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
SICOGI 9;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
SICOGI ANTENNE;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
SIDECI BAD;;;;;;;ABIDJAN 3;YOPOUGON SIDECI
BANCO 2;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
BANCO ATTIE;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
GARE NORD;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
GARE SUD;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
MOSQUEE;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
SIPOREX 1;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
SOGEFIHA 3;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
SOGEFIHA GARE 1;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
SOGEFIHA GARE 2 YOPOUGON ATTIE;;;;;;;ABIDJAN 3;YOPOUGON SIPOREX
BAD NOUVEAU QUARTIER;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
MOUTRILLE;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SICOGI 5;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SICOGI 6;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SICOGI 8;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SIPOREX 3;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SIPOREX 4;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SIPOREX 5;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SIPOREX 6;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SIPOREX 9;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SOGEFIA 4;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
SOGEFIA 5;;;;;;;ABIDJAN 3;YOPOUGON TOITS ROUGES
AGBEKOI;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
GUY NAIRAY 1 2 3 ET MATERNELLE;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
HABITAT;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
HOUPHOUET BOIGNY 1 2 3ET MATERNELLE;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
HOUPHOUET BOIGNY 4  5;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
N TANOUAN 1 2 ET 4;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
PLAQUE 1 ET 2 HAMED BAKAYOKO PLAQUE;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
PLAQUE 2 MUNICIPALITE;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
PLAQUE 3 4 5 ET MATERNELLE;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
SOGEFIHA 1 6;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
SOGEFIHA 7;;;;;;;ABIDJAN 4;ABOBO AGBEKOI
AGNISSANKOI 1 2 3 ET BAD;;;;;;;ABIDJAN 4;ABOBO AGNISSANKOI
AGNISSANKOI 3  A  B  C;;;;;;;ABIDJAN 4;ABOBO AGNISSANKOI
AKEIKOI MUNICIPALITE;;;;;;;ABIDJAN 4;ABOBO AGNISSANKOI
GS RESIDENCE CONCORDE;;;;;;;ABIDJAN 4;ABOBO AGNISSANKOI
YATHEY NGUESSAN;;;;;;;ABIDJAN 4;ABOBO AGNISSANKOI
AGOUETO 1A 1B 1C;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
AGOUETO BAD A B;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
AGOUETO MUNICIPALITE 1 2;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
ANONKOI KOUTE 1 ET 2;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
ANONKOI KOUTE 3 4;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
ANONKOI KOUTE BAD A  BAD B;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
ASSOMIN BAD A  BAD B  PUCA;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
N SINMON;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
PK 18 BAD1 BAD2  AGOUETO2;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
SAGBE 1A 1B OU BOCABO RAIL 3;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
SAGBE-ATCHRÖ;;;;;;;ABIDJAN 4;ABOBO ANONKOI KOUTE
AGNIKRO BAD A B;;;;;;;ABIDJAN 4;ABOBO AVOCATIER
GENDARMERIE 1 2 3 4;;;;;;;ABIDJAN 4;ABOBO AVOCATIER
M PONON 2 3 4;;;;;;;ABIDJAN 4;ABOBO AVOCATIER
PALMERAIE;;;;;;;ABIDJAN 4;ABOBO AVOCATIER
RAIL 2 3 5 6;;;;;;;ABIDJAN 4;ABOBO AVOCATIER
ASSAMOI CHRISTOPHE CENTRE 1;;;;;;;ABIDJAN 4;ABOBO BANCO
BANCO  JAPONAIS;;;;;;;ABIDJAN 4;ABOBO BANCO
BANCO BAD MUNICIPALITE;;;;;;;ABIDJAN 4;ABOBO BANCO
RAIL 4 B ET C;;;;;;;ABIDJAN 4;ABOBO BANCO
RAIL 4A;;;;;;;ABIDJAN 4;ABOBO BANCO
NORD;;;;;;;ABIDJAN 4;ABOBO HOUANTOUE
ABOBO TE ANNEXE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
ABOBO TE HARRIS;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
ADOU N TAMON;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
AKE LOBA;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
BIABOU 1 3;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
BIABOU 2;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
CLOUETCHA ;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
CLOUETCHA BAD;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
DJIBI VILLAGE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
DJROGOBITE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
FE N DJE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
MATERNELLE ABOBO BAOULE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
MATERNELLE ABOBO TE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
PLATEAU DOKUI;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
SADJRO DANHO PIERRE;;;;;;;ABIDJAN 4;ABOBO PLATEAU DOKUI
AGHIEN  TELEGRAPH;;;;;;;ABIDJAN 4;ANYAMA 1
AHOUABO 1;;;;;;;ABIDJAN 4;ANYAMA 1
AHOUABO 2;;;;;;;ABIDJAN 4;ANYAMA 1
AHOUE 1  2 MATERNELLE;;;;;;;ABIDJAN 4;ANYAMA 1
AKEIKOI  VILLAGE;;;;;;;ABIDJAN 4;ANYAMA 1
AKEIKOI EXTENTION 2 3;;;;;;;ABIDJAN 4;ANYAMA 1
AKOUPE;;;;;;;ABIDJAN 4;ANYAMA 1
ANNE HIDALGO 1 2;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA  BELLE VILLE  TERMINUS;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA ADJAME 1 ET 3;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA ADJAME 2;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA BELLE VILLE;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA EST;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA GARE;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA PALMERAIE;;;;;;;ABIDJAN 4;ANYAMA 1
ANYAMA RAN;;;;;;;ABIDJAN 4;ANYAMA 1
ATTIEKOI 1 2 3;;;;;;;ABIDJAN 4;ANYAMA 1
BAMBA SOULEYMANE;;;;;;;ABIDJAN 4;ANYAMA 1
BEBAKOI;;;;;;;ABIDJAN 4;ANYAMA 1
BROFODOUME 1;;;;;;;ABIDJAN 4;ANYAMA 1
COULIBALY MAMADOU;;;;;;;ABIDJAN 4;ANYAMA 1
DEBARCADERE 1;;;;;;;ABIDJAN 4;ANYAMA 1
DEBARCADERE 2;;;;;;;ABIDJAN 4;ANYAMA 1
DOUDOU SARR OU ANYAMA PLATEAU;;;;;;;ABIDJAN 4;ANYAMA 1
ELAEIS;;;;;;;ABIDJAN 4;ANYAMA 1
GONGOFON;;;;;;;ABIDJAN 4;ANYAMA 1
IRHO LAME A 1ET 2;;;;;;;ABIDJAN 4;ANYAMA 1
IRHO LAME B 3 ET 4;;;;;;;ABIDJAN 4;ANYAMA 1
MATERNELLE IRHO LAME;;;;;;;ABIDJAN 4;ANYAMA 1
MATERNELLE PROVIDENCE ATTIEKOI;;;;;;;ABIDJAN 4;ANYAMA 1
ADAKIE;;;;;;;ABIDJAN 4;ANYAMA 2
ADAROME;;;;;;;ABIDJAN 4;ANYAMA 2
ADONKOI 1 ;;;;;;;ABIDJAN 4;ANYAMA 2
ADONKOI 2;;;;;;;ABIDJAN 4;ANYAMA 2
AKOUPE 2;;;;;;;ABIDJAN 4;ANYAMA 2
AKOUPE 5;;;;;;;ABIDJAN 4;ANYAMA 2
ALLOKOI;;;;;;;ABIDJAN 4;ANYAMA 2
ANYAMA PK18;;;;;;;ABIDJAN 4;ANYAMA 2
ANYAMA SUD;;;;;;;ABIDJAN 4;ANYAMA 2
ATTINGUIE 2;;;;;;;ABIDJAN 4;ANYAMA 2
AZAGUIE BLIDA;;;;;;;ABIDJAN 4;ANYAMA 2
EBIMPE 1 3;;;;;;;ABIDJAN 4;ANYAMA 2
EBIMPE 2 4;;;;;;;ABIDJAN 4;ANYAMA 2
GROUPE SCOLAIRE ATTINGUIE;;;;;;;ABIDJAN 4;ANYAMA 2
GS ANYAMA NORD;;;;;;;ABIDJAN 4;ANYAMA 2
M BONOUA;;;;;;;ABIDJAN 4;ANYAMA 2
M BRAGO;;;;;;;ABIDJAN 4;ANYAMA 2
M BRAGO 1;;;;;;;ABIDJAN 4;ANYAMA 2
M BRAGO 2;;;;;;;ABIDJAN 4;ANYAMA 2
M PODY 2;;;;;;;ABIDJAN 4;ANYAMA 2
M PODY1;;;;;;;ABIDJAN 4;ANYAMA 2
MATERNELLE SUD;;;;;;;ABIDJAN 4;ANYAMA 2
MUNICIPALITE ANYAMA 2;;;;;;;ABIDJAN 4;ANYAMA 2
RESIDENTIEL 1 2;;;;;;;ABIDJAN 4;ANYAMA 2
THOMASSET;;;;;;;ABIDJAN 4;ANYAMA 2
YAPOKOI 1;;;;;;;ABIDJAN 4;ANYAMA 2
YAPOKOI 2;;;;;;;ABIDJAN 4;ANYAMA 2
GS HOUANTOUE;;;;;;;ABIDJAN 4;ABOBO HOUANTOUE
EXCELLENCE CHILDREN OF AFRICA ABOBO;;;;;;;ABIDJAN 4;ABOBO HOUANTOUE
